current,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
7420,2247642,Petros  Venetis and Yannis  Sismanis and Berthold  Reinwald,,,,CRSI: A Compact Randomized Similarity Index for Set-valued Features,384--395,,12,"KMV synopsis, set similarity",10.1145/2247596.2247642,,,,,,,2012,,Proceedings of the 15th International Conference on Extending Database Technology,EDBT '12,,978-1-4503-0790-1,"Berlin, Germany",ACM,"New York, NY, USA"
7421,2337544,Ama&#231;  Herda&#287;delen and Marco  Baroni,,,,Bootstrapping a Game with a Purpose for Commonsense Collection,59:1--59:24,59,24,"Facebook, Games with a purpose, commonsense, knowledge extraction, natural language processing",10.1145/2337542.2337544,ACM Trans. Intell. Syst. Technol.,12-Sep,3,4,,September,2012,2157-6904,,,,,,ACM,"New York, NY, USA"
7422,1348555,Kristina  Lerman,,,,Dynamics of Collaborative Document Rating Systems,46--55,,10,"collaborative rating, mathematical analysis, news aggregation, social networks",10.1145/1348549.1348555,,,,,,,2007,,Proceedings of the 9th WebKDD and 1st SNA-KDD 2007 Workshop on Web Mining and Social Network Analysis,WebKDD/SNA-KDD '07,,978-1-59593-848-0,"San Jose, California",ACM,"New York, NY, USA"
7423,2433471,Jaewon  Yang and Jure  Leskovec,,,,Overlapping Community Detection at Scale: A Nonnegative Matrix Factorization Approach,587--596,,10,"matrix factorization, network communities, overlapping community detection",10.1145/2433396.2433471,,,,,,,2013,,Proceedings of the Sixth ACM International Conference on Web Search and Data Mining,WSDM '13,,978-1-4503-1869-3,"Rome, Italy",ACM,"New York, NY, USA"
7424,2485558,Riccardo  Muradore and Davide  Quaglia and Paolo  Fiorini,,,,Model Predictive Control over Delay-based Differentiated Services Control Networks,1117--1122,,6,,,,,,,,,2013,,"Proceedings of the Conference on Design, Automation and Test in Europe",DATE '13,,978-1-4503-2153-2,"Grenoble, France",EDA Consortium,"San Jose, CA, USA"
7425,1389615,Dimitris  Komnakos and Demosthenes  Vouyioukas and Ilias  Maglogiannis and Philip  Constantinou,,,,Feasibility Study of a Joint e-Health Mobile High-speed and Wireless Sensor System,24:1--24:7,24,7,"e-health, enhanced uplink, healthcare, telemedicine",10.1145/1389586.1389615,,,,,,,2008,,Proceedings of the 1st International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '08,,978-1-60558-067-8,"Athens, Greece",ACM,"New York, NY, USA"
7426,1401968,Gy&#246;rgy J. Simon and Vipin  Kumar and Zhi-Li  Zhang,,,,Semi-supervised Approach to Rapid and Reliable Labeling of Large Data Sets,641--649,,9,"labeling data sets, performance guarantees, semi-supervised learning",10.1145/1401890.1401968,,,,,,,2008,,Proceedings of the 14th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '08,,978-1-60558-193-4,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
7427,1119941,Masayasu  Fukunaga and Seiji  Kajihara and Sadami  Takeoka and Shinichi  Yosimura,,,,On Effective Criterion of Path Selection for Delay Testing,757--762,,6,,10.1145/1119772.1119941,,,,,,,2003,,Proceedings of the 2003 Asia and South Pacific Design Automation Conference,ASP-DAC '03,,0-7803-7660-9,"Kitakyushu, Japan",ACM,"New York, NY, USA"
7428,2030142,Donnie H. Kim and Kyungsik  Han and Deborah  Estrin,,,,Employing User Feedback for Semantic Location Services,217--226,,10,"semantic location, user feedback",10.1145/2030112.2030142,,,,,,,2011,,Proceedings of the 13th International Conference on Ubiquitous Computing,UbiComp '11,,978-1-4503-0630-0,"Beijing, China",ACM,"New York, NY, USA"
7429,1487025,Yang  Liu and Xiangji  Huang and Aijun  An and Xiaohui  Yu,,,,HelpMeter: A Nonlinear Model for Predicting the Helpfulness of Online Reviews,793--796,,4,,10.1109/WIIAT.2008.299,,,,,,,2008,,Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 01,WI-IAT '08,,978-0-7695-3496-1,,IEEE Computer Society,"Washington, DC, USA"
7430,1273180,Jes&#250;s  Tom&#225;s and Francisco  Casacuberta,,,,Statistical Phrase-based Models for Interactive Computer-assisted Translation,835--841,,7,,,,,,,,,2006,,Proceedings of the COLING/ACL on Main Conference Poster Sessions,COLING-ACL '06,,,"Sydney, Australia",Association for Computational Linguistics,"Stroudsburg, PA, USA"
7431,1666827,Kenji  Takahashi and Kenjiro T. Miura,,,,Video Stabilization and Motion Deblurring on GPU,49:1--49:1,49,1,,10.1145/1666778.1666827,,,,,,,2009,,ACM SIGGRAPH ASIA 2009 Posters,SIGGRAPH ASIA '09,,,"Yokohama, Japan",ACM,"New York, NY, USA"
7432,1384293,Paul  Denny and Andrew  Luxton-Reilly and John  Hamer,,,,Student Use of the PeerWise System,73--77,,5,"MCQ, PeerWise, automated, peer assessment, question test bank",10.1145/1597849.1384293,SIGCSE Bull.,8-Sep,40,3,,June,2008,0097-8418,,,,,,ACM,"New York, NY, USA"
7433,1281282,Dragomir  Yankov and Eamonn  Keogh and Jose  Medina and Bill  Chiu and Victor  Zordan,,,,Detecting Time Series Motifs Under Uniform Scaling,844--853,,10,"motifs, random projection, time series, uniform scaling",10.1145/1281192.1281282,,,,,,,2007,,Proceedings of the 13th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '07,,978-1-59593-609-7,"San Jose, California, USA",ACM,"New York, NY, USA"
7434,1936439,Ramesh  Ram and Madhu  Chetty,,,,A Markov-Blanket-Based Model for Gene Regulatory Network Inference,353--367,,15,"Cause-effect analysis, causal modeling, gene regulatory network, genetic algorithms, microarray gene expression data, network inference.",10.1109/TCBB.2009.70,IEEE/ACM Trans. Comput. Biol. Bioinformatics,11-Mar,8,2,,March,2011,1545-5963,,,,,,IEEE Computer Society Press,"Los Alamitos, CA, USA"
7435,1285904,Latifur  Khan and Mamoun  Awad and Bhavani  Thuraisingham,,,,A New Intrusion Detection System Using Support Vector Machines and Hierarchical Clustering,507--521,,15,,10.1007/s00778-006-0002-5,The VLDB Journal,7-Oct,16,4,,October,2007,1066-8888,,,,,,"Springer-Verlag New York, Inc.","Secaucus, NJ, USA"
7436,1183749,Xiaohua  Hu and Xiaodan  Zhang and Xiaohua  Zhou,,,,Integration of Cluster Ensemble and EM Based Text Mining for Microarray Gene Cluster Identification and Annotation,824--825,,2,"EM, cluster ensemble, gene cluster annotation, gene cluster identification, summarization, text mining",10.1145/1183614.1183749,,,,,,,2006,,Proceedings of the 15th ACM International Conference on Information and Knowledge Management,CIKM '06,,1-59593-433-2,"Arlington, Virginia, USA",ACM,"New York, NY, USA"
7437,333034,M.  Graziano and M.  Delaurenti and M.  Zamboni,,,,Power Supply Design Parameters Prediction for High Performance IC Design Flows,61--67,,7,,10.1145/333032.333034,,,,,,,2000,,Proceedings of the 2000 International Workshop on System-level Interconnect Prediction,SLIP '00,,1-58113-249-2,"San Diego, California, USA",ACM,"New York, NY, USA"
7438,1458142,Claudia  Hauff and Vanessa  Murdock and Ricardo  Baeza-Yates,,,,Improved Query Difficulty Prediction for the Web,439--448,,10,"query clarity, query performance prediction",10.1145/1458082.1458142,,,,,,,2008,,Proceedings of the 17th ACM Conference on Information and Knowledge Management,CIKM '08,,978-1-59593-991-3,"Napa Valley, California, USA",ACM,"New York, NY, USA"
7439,2348388,Bee-Chung  Chen and Anirban  Dasgupta and Xuanhui  Wang and Jie  Yang,,,,Vote Calibration in Community Question-answering Systems,781--790,,10,"community question-answering, crowdsourcing, reputation, user modeling",10.1145/2348283.2348388,,,,,,,2012,,Proceedings of the 35th International ACM SIGIR Conference on Research and Development in Information Retrieval,SIGIR '12,,978-1-4503-1472-5,"Portland, Oregon, USA",ACM,"New York, NY, USA"
7440,2147732,Yu-Jen  Hsu and Chih-Yih  Wang and Zi-Wen  Wang,,,,A Remote Water Sensing System with Optical Fiber Networks,348--352,,5,"OTDR, optical fiber networks, water sensor",,,,,,,,2011,,Proceedings of the 7th International Conference on Network and Services Management,CNSM '11,,978-3-901882-44-9,"Paris, France",International Federation for Information Processing,"Laxenburg, Austria, Austria"
7441,1250739,Gary  Wassermann and Zhendong  Su,,,,Sound and Precise Analysis of Web Applications for Injection Vulnerabilities,32--41,,10,"static analysis, string analysis, web applications",10.1145/1273442.1250739,SIGPLAN Not.,7-Jun,42,6,,June,2007,0362-1340,,,,,,ACM,"New York, NY, USA"
7442,2337546,Guan  Wang and Sihong  Xie and Bing  Liu and Philip S.  Yu,,,,Identify Online Store Review Spammers via Social Review Graph,61:1--61:21,61,21,"Spammer detection, review graph",10.1145/2337542.2337546,ACM Trans. Intell. Syst. Technol.,12-Sep,3,4,,September,2012,2157-6904,,,,,,ACM,"New York, NY, USA"
7443,2484410,Sumanta  Sarkar and Reihaneh  Safavi-Naini and Liang Feng  Zhang,,,,RAFR: Remote Assessment of File Redundancy,27--32,,6,"cloud storage, drive failures, erasure code, fault tolerance",10.1145/2484402.2484410,,,,,,,2013,,Proceedings of the 2013 International Workshop on Security in Cloud Computing,Cloud Computing '13,,978-1-4503-2067-2,"Hangzhou, China",ACM,"New York, NY, USA"
7444,2452420,Di  Jiang and Jan  Vosecky and Kenneth Wai-Ting Leung and Wilfred  Ng,,,,Panorama: A Semantic-aware Application Search Framework,371--382,,12,"app, query processing, topic model",10.1145/2452376.2452420,,,,,,,2013,,Proceedings of the 16th International Conference on Extending Database Technology,EDBT '13,,978-1-4503-1597-5,"Genoa, Italy",ACM,"New York, NY, USA"
7445,1118969,Eneida A. Mendonca and Janet  Haas and Lyudmila  Shagina and Elaine  Larson and Carol  Friedman,,,,Extracting Information on Pneumonia in Infants Using Natural Language Processing of Radiology Reports,81--88,,8,,10.3115/1118958.1118969,,,,,,,2003,,Proceedings of the ACL 2003 Workshop on Natural Language Processing in Biomedicine - Volume 13,BioMed '03,,,"Sapporo, Japan",Association for Computational Linguistics,"Stroudsburg, PA, USA"
7446,2487655,Goce  Ristanoski and Wei  Liu and James  Bailey,,,,A Time-dependent Enhanced Support Vector Machine for Time Series Regression,946--954,,9,"loss function, support vector machine, time series",10.1145/2487575.2487655,,,,,,,2013,,Proceedings of the 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '13,,978-1-4503-2174-7,"Chicago, Illinois, USA",ACM,"New York, NY, USA"
7447,1387671,Pavan  Edara and Ashwin  Limaye and Krithi  Ramamritham,,,,Asynchronous In-network Prediction: Efficient Aggregation in Sensor Networks,25:1--25:34,25,34,"Aggregation, coherency, energy efficient, prediction, query processing",10.1145/1387663.1387671,ACM Trans. Sen. Netw.,8-Aug,4,4,,September,2008,1550-4859,,,,,,ACM,"New York, NY, USA"
7448,1280944,Amine  Laourine and Alex  Stephenne and Sofiene  Affes,,,,Capacity of Log-normal Fading Channels,13--17,,5,"channel capacity, equal gain combining, log normal distributions, maximum ratio combining",10.1145/1280940.1280944,,,,,,,2007,,Proceedings of the 2007 International Conference on Wireless Communications and Mobile Computing,IWCMC '07,,978-1-59593-695-0,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
7449,2072564,Derek  Pang and Sherif  Halawa and Ngai-Man  Cheung and Bernd  Girod,,,,Mobile Interactive Region-of-interest Video Streaming with Crowd-driven Prefetching,7--12,,6,"crowdsourcing, interactive region-of-interest video, mobile video streaming, video prefetching",10.1145/2072561.2072564,,,,,,,2011,,Proceedings of the 2011 International ACM Workshop on Interactive Multimedia on Mobile and Portable Devices,IMMPD '11,,978-1-4503-0995-0,"Scottsdale, Arizona, USA",ACM,"New York, NY, USA"
7450,1529622,Pimwadee  Chaovalit and Aryya  Gangopadhyay,,,,A Method for Clustering Transient Data Streams,1518--1519,,2,"Gaussian distribution, clustering, data streams",10.1145/1529282.1529622,,,,,,,2009,,Proceedings of the 2009 ACM Symposium on Applied Computing,SAC '09,,978-1-60558-166-8,"Honolulu, Hawaii",ACM,"New York, NY, USA"
7451,1026806,Kam-Yiu  Lam and Calvin K. H. Chiu,,,,Adaptive Visual Object Surveillance with Continuously Moving Panning Camera,29--38,,10,"job scheduling, resources allocation, visual surveillance",10.1145/1026799.1026806,,,,,,,2004,,Proceedings of the ACM 2Nd International Workshop on Video Surveillance &Amp; Sensor Networks,VSSN '04,,1-58113-934-9,"New York, NY, USA",ACM,"New York, NY, USA"
7452,1961578,Tebring  Daly,,,,Minimizing to Maximize: An Initial Attempt at Teaching Introductory Programming Using Alice,23--30,,8,,,J. Comput. Sci. Coll.,11-May,26,5,,May,2011,1937-4771,,,,,,Consortium for Computing Sciences in Colleges,USA
7453,2488770,Li  Lei and Fei  Xie and Kai  Cong,,,,Post-silicon Conformance Checking with Virtual Prototypes,29:1--29:6,29,6,"conformance checking, post-silicon validation, virtual prototypes",10.1145/2463209.2488770,,,,,,,2013,,Proceedings of the 50th Annual Design Automation Conference,DAC '13,,978-1-4503-2071-9,"Austin, Texas",ACM,"New York, NY, USA"
7454,1168141,Ana  Bu&#353;i&#263; and Jean-Michel  Fourneau,,,,Bounding Transient and Steady-state Dependability Measures Through Algorithmic Stochastic Comparison,11--12,,2,,10.1145/1168134.1168141,SIGMETRICS Perform. Eval. Rev.,6-Sep,34,2,,September,2006,0163-5999,,,,,,ACM,"New York, NY, USA"
7455,2133640,Wu  Zhou and Yajin  Zhou and Xuxian  Jiang and Peng  Ning,,,,Detecting Repackaged Smartphone Applications in Third-party Android Marketplaces,317--326,,10,"privacy and security, repackaging, smartphones",10.1145/2133601.2133640,,,,,,,2012,,Proceedings of the Second ACM Conference on Data and Application Security and Privacy,CODASPY '12,,978-1-4503-1091-8,"San Antonio, Texas, USA",ACM,"New York, NY, USA"
7456,333046,Amir H. Farrahi,,,,Estimation and Removal or Routing Congestion (Discussion Session),149--,,,,10.1145/333032.333046,,,,,,,2000,,Proceedings of the 2000 International Workshop on System-level Interconnect Prediction,SLIP '00,,1-58113-249-2,"San Diego, California, USA",ACM,"New York, NY, USA"
7457,333033,D.  Deschacht and G.  Servel and F.  Huret and E.  Paleczny and P.  Kennis,,,,Theoretical Limits for Signal Reflections Due to Inductance for On-chip Interconnections,55--60,,6,,10.1145/333032.333033,,,,,,,2000,,Proceedings of the 2000 International Workshop on System-level Interconnect Prediction,SLIP '00,,1-58113-249-2,"San Diego, California, USA",ACM,"New York, NY, USA"
7458,2247606,Zhou  Zhao and Da  Yan and Wilfred  Ng,,,,Mining Probabilistically Frequent Sequential Patterns in Uncertain Databases,74--85,,12,,10.1145/2247596.2247606,,,,,,,2012,,Proceedings of the 15th International Conference on Extending Database Technology,EDBT '12,,978-1-4503-0790-1,"Berlin, Germany",ACM,"New York, NY, USA"
7459,2494355,Guido  Gioberto and James  Coughlin and Kaila  Bibeau and Lucy E. Dunne,,,,Detecting Bends and Fabric Folds Using Stitched Sensors,53--56,,4,"e-textile, sensor, smart clothing, stitched, wearable technology",10.1145/2493988.2494355,,,,,,,2013,,Proceedings of the 2013 International Symposium on Wearable Computers,ISWC '13,,978-1-4503-2127-3,"Zurich, Switzerland",ACM,"New York, NY, USA"
7460,379072,Kazuyoshi  Kohno and Nobu  Matsumoto,,,,A New Verification Methodology for Complex Pipeline Behavior,816--821,,6,,10.1145/378239.379072,,,,,,,2001,,Proceedings of the 38th Annual Design Automation Conference,DAC '01,,1-58113-297-2,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
7461,337398,Michael T. Niemier and Michael J. Kontz and Peter M. Kogge,,,,A Design of and Design Tools for a Novel Quantum Dot Based Microprocessor,227--232,,6,"nanotechnology, quantum cellular automata",10.1145/337292.337398,,,,,,,2000,,Proceedings of the 37th Annual Design Automation Conference,DAC '00,,1-58113-187-9,"Los Angeles, California, USA",ACM,"New York, NY, USA"
7462,379068,Mehrdad  Nourani and Amir  Attarha,,,,Built-in Self-test for Signal Integrity,792--797,,6,,10.1145/378239.379068,,,,,,,2001,,Proceedings of the 38th Annual Design Automation Conference,DAC '01,,1-58113-297-2,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
7463,378568,Farinaz  Koushanfar and Gang  Qu,,,,Hardware Metering,490--493,,4,,10.1145/378239.378568,,,,,,,2001,,Proceedings of the 38th Annual Design Automation Conference,DAC '01,,1-58113-297-2,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
7464,2254126,Michael  Pradel and Thomas R. Gross,,,,Fully Automatic and Precise Detection of Thread Safety Violations,521--530,,10,"concurrent test generation, testing, thread safety",10.1145/2345156.2254126,SIGPLAN Not.,12-Jun,47,6,,June,2012,0362-1340,,,,,,ACM,"New York, NY, USA"
7465,2342434,Mingchen  Zhao and Wenchao  Zhou and Alexander J.T. Gurney and Andreas  Haeberlen and Micah  Sherr and Boon Thau Loo,,,,Private and Verifiable Interdomain Routing Decisions,383--394,,12,"accountability, fault detection, privacy, routing, security",10.1145/2342356.2342434,,,,,,,2012,,"Proceedings of the ACM SIGCOMM 2012 Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM '12,,978-1-4503-1419-0,"Helsinki, Finland",ACM,"New York, NY, USA"
